user_id,song_id,rating
U0001,6I3mqTwhRpn34SLVafSH7G,3
U0001,3BJe4B8zGnqEdQPMvfVjuS,4
U0001,0mykm0224toIdK7M0qHAYU,2
U0001,2iUXsYOEPhVqEBwsqP70rE,4
U0001,37ZJ0p5Jm13JPevGcx4SkF,3
U0001,22VdIZQfgXJea34mQxlt81,4
U0001,3dPQuX8Gs42Y7b454ybpMR,4
U0001,3rmo8F54jFF8OgYsqTxm5d,3
U0001,74tLlkN3rgVzRqQJgPfink,3
U0001,7AQim7LbvFVZJE3O8TYgf2,2
U0001,0d28khcov6AiegSCpG5TuT,5
U0001,6habFhsOp2NvshLv26DqMb,4
U0001,0d2iYfpKoM0QCKvcLCkBao,4
U0001,40riOy7x9W7GXjyGp4pjAv,2
U0001,4VXIryQMWpIdGgYR4TrjT1,3
U0001,4TZZvblv2yzLIBk2JwJ6Un,4
U0001,49FYlytm3dAAraYgpoJZux,4
U0001,5mCPDVBb16L4XQwDdbRUpz,3
U0001,1cQ3LIkZE68pMSnPhZWXLu,2
U0001,57bgtoPSgt236HzfBOd8kj,3
U0001,1oFAF1hdPOickyHgbuRjyX,4
U0001,08mG3Y1vljYA6bvDt4Wqkj,2
U0001,15JINEqzVMv3SvJTAXAKED,2
U0001,3ZCTVFBt2Brf31RLEnCkWJ,4
U0001,3xKsf9qdS1CyvXSMEid6g8,4
U0001,2uIX8YMNjGMD7441kqyyNU,5
U0001,3jjujdWJ72nww5eGnfs2E7,3
U0001,1r299qCKBLgUS9XJ9m1kEx,4
U0001,5oO3drDxtziYU2H1X23ZIp,3
U0001,0dE0TVR4av3kNDHLmKwu3n,3
U0001,50nfwKoDiSYg8zOCREWAm5,3
U0001,036M4gIgbeH7LHIltqRlfY,2
U0001,6RtPijgfPKROxEzTHNRiDp,5
U0001,7eJMfftS33KTjuF7lTsMCx,3
U0001,00mK6HE0uupSi65oIYIUqR,2
U0001,0ntQJM78wzOLVeCUAW7Y45,4
U0001,5Ohxk2dO5COHF1krpoPigN,4
U0001,1Q7EgiMOuwDcB0PJC6AzON,4
U0001,2FRnf9qhLbvw8fu4IBXx78,1
U0001,6fNhZRFEkBfgW39W3wKARJ,5
U0001,47BBI51FKFwOMlIiX6m8ya,3
U0001,4kLLWz7srcuLKA7Et40PQR,4
U0001,1dGr1c8CrMLDpV6mPbImSI,4
U0001,7xoUc6faLbCqZO6fQEYprd,5
U0001,1QV6tiMFM6fSOKOGLMHYYg,3
U0001,3vQ4T78TTMOjQXGfXVKQJo,2
U0001,0JXXNGljqupsJaZsgSbMZV,4
U0001,1wVuPmvt6AWvTL5W2GJnzZ,4
U0001,1r9xUipOqoNwggBpENDsvJ,3
U0001,7xQAfvXzm3AkraOtGPWIZg,2
U0001,3GVkPk8mqxz0itaAriG1L7,2
U0001,3DwQ7AH3xGD9h65ezslm6q,2
U0001,7sO5G9EABYOXQKNPNiE9NR,3
U0001,4l0RmWt52FxpVxMNni6i63,2
U0001,7vGuf3Y35N4wmASOKLUVVU,4
U0001,0FB5ILDICqwK6xj7W1RP9u,4
U0001,4iJyoBOLtHqaGxP12qzhQI,2
U0001,3EaJDYHA0KnX88JvDhL9oa,4
U0001,1rqqCSm0Qe4I9rUvWncaom,4
U0001,2nMeu6UenVvwUktBCpLMK9,4
U0001,5Z3GHaZ6ec9bsiI5BenrbY,4
U0001,34xGLuxM0rkxhCVyMSqwJO,5
U0001,20I6sIOMTCkB6w7ryavxtO,5
U0001,5TXDeTFVRVY7Cvt0Dw4vWW,3
U0001,2DlHlPMa4M17kufBvI2lEN,3
U0001,5rb9QrpfcKFHM1EUbSIurX,4
U0001,26XaOsDMbl0e1cVKYfkz6w,4
U0001,34KTEhpPjq6IAgQg2yzJAL,3
U0001,2ZRo7axmMPeSVUvDbGkJah,2
U0001,7iXr5Ke8gBteNYwNe0UENp,2
U0001,4R2kfaDFhslZEMJqAFNpdd,4
U0001,2cYqizR4lgvp4Qu6IQ3qGN,4
U0001,7FIWs0pqAYbP91WWM0vlTQ,2
U0001,0GjEhVFGZW8afUYGChu3Rr,2
U0001,7npLlaPu9Mfno8hjk5OagD,2
U0001,76cy1WJvNGJTj78UqeA5zr,2
U0001,4pAl7FkDMNBsjykPXo91B3,2
U0001,1rIKgCH4H52lrvDcz50hS8,4
U0001,2RsAajgo0g7bMCHxwH3Sk0,3
U0001,1TfqLAPs4K3s2rJMoCokcS,2
U0001,75ZvA4QfFiZvzhj2xkaWAh,2
U0001,4EWCNWgDS8707fNSZ1oaA5,4
U0001,4Ed0yjbAZDmwuYnVoYXzDB,2
U0001,4ZaAkwewfMfXdjnNDGkKGe,3
U0001,4nVBt6MZDDP6tRVdQTgxJg,5
U0001,3k3NWokhRRkEPhCzPmV8TW,3
U0001,4BP3uh0hFLFRb5cjsgLqDh,3
U0001,6b8Be6ljOzmkOmFslEb23P,4
U0001,2BgEsaKNfHUdlh97KmvFyo,4
U0001,1mKXFLRA179hdOWQBwUk9e,5
U0001,30UFKKWSOC2Xr6KfWcyvsI,2
U0001,503OTo2dSqe7qk76rgsbep,1
U0001,20uYAdCEoIkSZStIfPW1TB,2
U0001,1Yk0cQdMLx5RzzFTYwmuld,4
U0001,76FZM38RC8XaAjJ77CVTNe,4
U0001,4lLtanYk6tkMvooU0tWzG8,5
U0001,0cqRj7pUJDkTCEsJkx8snD,4
U0001,6PGoSes0D9eUDeeAafB2As,4
U0001,5JVbvCHX10U2pLa5DEqGav,4
U0001,0Cy7wt6IlRfBPHXXjmZbcP,4
U0001,78QR3Wp35dqAhFEc2qAGjE,2
U0001,5fwSHlTEWpluwOM0Sxnh5k,2
U0001,3pXF1nA74528Edde4of9CC,2
U0001,26nr9XnFCYWxBTIP7HyWXg,4
U0001,2bJvI42r8EF3wxjOuDav4r,2
U0001,2PpruBYCo4H7WOBJ7Q2EwM,2
U0001,2rbDhOo9Fh61Bbu23T2qCk,4
U0001,4cluDES4hQEUhmXj6TXkSo,4
U0001,44ONERBHALxftQNWq6dmyd,3
U0001,1Pagc4EPJD1mI9CCpsQdRH,3
U0001,6nek1Nin9q48AVZcWs9e9D,4
U0001,71wFwRo8xGc4lrcyKwsvba,2
U0001,03aENfSuuy3VS0sbgH7u1D,4
U0001,6dGnYIeXmHdcikdzNNDMm2,2
U0001,4RVwu0g32PAqgUiJoXsdF8,2
U0001,09IStsImFySgyp0pIQdqAc,4
U0001,2P4OICZRVAQcYAV2JReRfj,5
U0001,2gam98EZKrF9XuOkU13ApN,4
U0001,0SiywuOBRcynK0uKGWdCnn,2
U0001,0COqiPhxzoWICwFCS4eZcp,4
U0001,0E9ZjEAyAwOXZ7wJC0PD33,3
U0001,7D0RhFcb3CrfPuTJ0obrod,4
U0001,42ydLwx4i5V49RXHOozJZq,4
U0001,7k4t7uLgtOxPwTpFmtJNTY,2
U0001,2beS6dD5rovBxSA1zYoSHR,4
U0001,60nZcImufyMA1MKQY3dcCH,4
U0001,35mvY5S1H3J2QZyna3TFe0,2
U0001,7floNISpH8VF4z4459Qo18,3
U0001,23L5CiUhw2jV1OIMwthR3S,4
U0001,1htQDV8JxSuXG2QsNj5ttr,4
U0001,54ipXppHLA8U4yqpOFTUhr,4
U0001,21NCGGNi8fWoHT1rWYFTbr,2
U0001,6zeeWid2sgw4lap2jV61PZ,4
U0001,3hUxzQpSfdDqwM3ZTFQY0K,4
U0001,5hnyJvgoWiQUYZttV4wXy6,4
U0001,1GXABqvCDvQ58wPbkNhhzh,3
U0001,0F7FA14euOIX8KcbEturGH,4
U0001,0qOnSQQF0yzuPWsXrQ9paz,4
U0001,6FE2iI43OZnszFLuLtvvmg,4
U0001,4tCtwWceOPWzenK2HAIJSb,4
U0001,3uUuGVFu1V7jTQL60S1r8z,3
U0001,7MmG8p0F9N3C4AXdK6o6Eb,5
U0001,0PDUDa38GO8lMxLCRc4lL1,2
U0001,72TFWvU3wUYdUuxejTTIzt,2
U0001,1yoMvmasuxZfqHEipJhRbp,3
U0001,0DwClY2t9YAWHBROMIgrXb,4
U0001,3gjHnylel3PTRpjS44ocqr,3
U0001,22vgEDb5hykfaTwLuskFGD,4
U0001,37Tmv4NnfQeb0ZgUC4fOJj,2
U0001,0puf9yIluy9W0vpMEUoAnN,4
U0001,3HqcNJdZ2seoGxhn0wVNDK,3
U0001,6QgjcU0zLnzq5OrUoSZ3OK,4
U0001,0AS63m1wHv9n4VVRizK6Hc,4
U0001,2ENexcMEMsYk0rVJigVD3i,5
U0001,1wIyr1y5wiWqo7nqbxHpWt,2
U0001,4pbJqGIASGPr0ZpGpnWkDn,2
U0001,6Qn5zhYkTa37e91HC1D7lb,4
U0001,7ycWLEP1GsNjVvcjawXz3z,2
U0001,2JPLbjOn0wPCngEot2STUS,2
U0001,6rY5FAWxCdAGllYEOZMbjW,3
U0001,6Qs4SXO9dwPj5GKvVOv8Ki,3
U0001,2tnVG71enUj33Ic2nFN6kZ,4
U0001,4jvjzW7Hm0yK4LvvE0Paz9,2
U0001,5w9c2J52mkdntKOmRLeM2m,4
U0001,5fVZC9GiM4e8vu99W0Xf6J,4
U0001,73SPjNZV2wVy8imEmckGYw,1
U0001,6h5PAsRni4IRlxWr6uDPTP,4
U0001,14AyWf6y7KlWWLfAjdKMKI,4
U0001,5Eax0qFko2dh7Rl2lYs3bx,3
U0001,6O5TrlFWTYvznd9fMC0VvU,4
U0001,152lZdxL1OR0ZMW6KquMif,4
U0001,7Bc0S4rnNF06apWGfK2S3G,3
U0001,0ug5NqcwcFR2xrfTkc7k8e,4
U0001,2SiXAy7TuUkycRVbbWDEpo,2
U0001,30rxF3hefnkCW2nXmgmnFN,2
U0001,0GONea6G2XdnHWjNZd6zt3,2
U0001,1dzQoRqT5ucxXVaAhTcT0J,4
U0001,5UWwZ5lm5PKu6eKsHAGxOk,3
U0001,0wwPcA6wtMf6HUMpIRdeP7,4
U0001,4PMqSO5qyjpvzhlLI5GnID,1
U0001,6PCUP3dWmTjcTtXY02oFdT,4
U0001,0vur7myNcfUymUt6mHhNZe,3
U0001,5IaHrVsrferBYDm0bDyABy,2
U0001,1WbhIxkn5ECsOwUm795iX1,3
U0001,3FeVmId7tL5YN8B7R3imoM,3
U0001,40YcuQysJ0KlGQTeGUosTC,2
U0001,48QmG1dfvMuYLxMPt7KSRA,4
U0001,00tt5cGPLbLjzupsKnZopj,3
U0001,7iDa6hUg2VgEL1o1HjmfBn,4
U0001,0G21yYKMZoHa30cYVi1iA8,1
U0001,4evmHXcjt3bTUHD1cvny97,4
U0001,0afhq8XCExXpqazXczTSve,4
U0001,6iaSML1PIYq936g62BDtBq,2
U0001,6ECp64rv50XVz93WvxXMGF,4
U0001,3BovdzfaX4jb5KFQwoPfAw,2
U0001,5TRPicyLGbAF2LGBFbHGvO,3
U0001,5e9TFTbltYBg2xThimr0rU,2
U0001,0tBbt8CrmxbjRP0pueQkyU,4
U0001,1pjvlYOMIg1NhGQbM6iwrY,4
U0001,1ZgMsA55GIY7ICkQh5MILA,4
U0001,2tGvwE8GcFKwNdAXMnlbfl,2
U0001,1CmUZGtH29Kx36C1Hleqlz,2
U0001,6dBUzqjtbnIa1TwYbyw5CM,4
U0001,1p0rEzrK7YtdRZVtiyV7RN,2
U0001,4tqcoej1zPvwePZCzuAjJd,3
U0001,2qT1uLXPVPzGgFOx4jtEuo,4
U0001,3gE4eQH3K83Sght0ZLvuBK,3
U0001,3jLk18JaCL9sFo9xSDup4A,3
U0001,2G7V7zsVDxg1yRsu7Ew9RJ,3
U0001,0FpOBRl7y5tetQwtNLsgNg,1
U0001,3hwuHzRicnu6Ji9i1JLzor,4
U0001,2ixsaeFioXJmMgkkbd4uj1,4
U0001,2kQuhkFX7uSVepCD3h29g5,4
U0001,2FY7b99s15jUprqC0M5NCT,4
U0001,1PtQJZVZIdWIYdARpZRDFO,2
U0001,2JvzF1RMd7lE3KmFlsyZD8,2
U0001,0y1QJc3SJVPKJ1OvFmFqe6,4
U0001,6IPwKM3fUUzlElbvKw2sKl,4
U0001,1jDJFeK9x3OZboIAHsY9k2,3
U0001,7ySUcLPVX7KudhnmNcgY2D,3
U0001,1ZMiCix7XSAbfAJlEZWMCp,4
U0001,2uP6t2J5MEwhr9rDkAAzwh,4
U0001,2d8JP84HNLKhmd6IYOoupQ,3
U0001,3nef5W8jTkXrOKgCu4kmq7,4
U0001,4EDijkJdHBZZ0GwJ12iTAj,4
U0001,2EBCVPNAG46nbgs6jXPGvv,3
U0001,2RttW7RAu5nOAfq6YFvApB,4
U0001,22LAwLoDA5b4AaGSkg6bKW,2
U0001,3ebXMykcMXOcLeJ9xZ17XH,4
U0001,2BOqDYLOJBiMOXShCV1neZ,4
U0001,1J14CdDAvBTE1AJYUOwl6C,3
U0001,2GrOq1y5gksYrqkc8Jzl9T,1
U0001,5rgy6ghBq1eRApCkeUdJXf,4
U0001,04aAxqtGp5pv12UXAg4pkq,4
U0001,5W8YXBz9MTIDyrpYaCg2Ky,1
U0001,6Xom58OOXk2SoU711L2IXO,1
U0001,7DfFc7a6Rwfi3YQMRbDMau,4
U0001,2m1hi0nfMR9vdGC8UcrnwU,4
U0001,3CA9pLiwRIGtUBiMjbZmRw,3
U0001,1KGi9sZVMeszgZOWivFpxs,3
U0001,3FAclTFfvUuQYnEsptbK8w,3
U0001,0I3q5fE6wg7LIfHGngUTnV,1
U0001,0ByMNEPAPpOR5H69DVrTNy,5
U0001,4SDWMFvYJKtK1QPhIOeZhd,4
U0001,5JCoSi02qi3jJeHdZXMmR8,3
U0001,3IVRacQwKGORqcxNEPMXlA,2
U0001,3WGH5P3BzYDxJBRSQDmK8J,2
U0001,60ynsPSSKe6O3sfwRnIBRf,3
U0001,4l0Mvzj72xxOpRrp6h8nHi,3
U0001,0t3ZvGKlmYmVsDzBJAXK8C,2
U0001,5YglDyAzDsnpDa6hlGzltg,3
U0001,54PaYoBatkbcyCh06GS49k,1
U0001,3GZD6HmiNUhxXYf8Gch723,2
U0001,4KW1lqgSr8TKrvBII0Brf8,3
U0001,1mWdTewIgB3gtBM3TOSFhB,3
U0001,1gihuPhrLraKYrJMAEONyc,5
U0001,6HZILIRieu8S0iqY8kIKhj,3
U0001,4lCv7b86sLynZbXhfScfm2,4
U0001,0jLnevC3Vn34qVWrAa4X6x,3
U0001,5yY9lUy8nbvjM1Uyo1Uqoc,2
U0001,3gdewACMIVMEWVbyb8O9sY,2
U0001,0T5iIrXA4p5GsubkhuBIKV,3
U0001,72jbDTw1piOOj770jWNeaG,3
U0001,6jRq8gaZhMUyy5RclRPcAf,1
U0001,3Vi5XqYrmQgOYBajMWSvCi,1
U0001,3Ofmpyhv5UAQ70mENzB277,2
U0001,21RzyxY3EFaxVy6K4RqaU9,4
U0001,1CcXNb8xz0FZ6bGUzeumoM,2
U0001,6GyFP1nfCDB8lbD2bG0Hq9,4
U0001,4kTBakk3h2S678cajDcVTw,4
U0001,3DXncPQOG4VBw3QHh3S817,3
U0001,6uBhi9gBXWjanegOb2Phh0,4
U0001,0snQkGI5qnAmohLE7jTsTn,3
U0001,2igwFfvr1OAGX9SKDCPBwO,3
U0001,6php91A59VFhwtv6qU6Bkh,3
U0001,45OX2jjEw1l7lOFJfDP9fv,3
U0001,5WDLRQ3VCdVrKw0njWe5E5,3
U0001,4sGylyGhQaOzhi77fLrMmP,2
U0001,5B5eTk7DF8KVp1zpQoY1XY,3
U0001,6cx06DFPPHchuUAcTxznu9,4
U0001,4rHZZAmHpZrA3iH5zx8frV,4
U0001,3nnG7AM9QopHVPEuLX3Khk,4
U0001,456WNXWhDwYOSf5SpTuqxd,4
U0001,4umIPjkehX1r7uhmGvXiSV,3
U0001,0NlGoUyOJSuSHmngoibVAs,4
U0001,1cKHdTo9u0ZymJdPGSh6nq,4
U0001,4HBZA5flZLE435QTztThqH,4
U0001,0uxSUdBrJy9Un0EYoBowng,3
U0001,2kJwzbxV2ppxnQoYw4GLBZ,4
U0001,4Of7rzpRpV1mWRbhp5rAqG,4
U0001,4MteadAdoJXNnuBIa0Q1ZK,2
U0001,2K87XMYnUMqLcX3zvtAF4G,4
U0001,6epn3r7S14KUqlReYr77hA,4
U0001,39shmbIHICJ2Wxnk1fPSdz,2
U0001,1OAh8uOEOvTDqkKFsKksCi,2
U0001,3fqwjXwUGN6vbzIwvyFMhx,4
U0001,7vu0JkJh0ldukEYbTVcqd0,4
U0001,6eN1f9KNmiWEhpE2RhQqB5,2
U0001,0BCPKOYdS2jbQ8iyB56Zns,4
U0001,37F0uwRSrdzkBiuj0D5UHI,2
U0001,0M3HkE321xpCbCYqVKzr1q,5
U0001,64BbK9SFKH2jk86U3dGj2P,3
U0001,2IRZnDFmlqMuOrYOLnZZyc,2
U0001,5r5cp9IpziiIsR6b93vcnQ,4
U0001,2ksOAxtIxY8yElEWw8RhgK,4
U0001,2QOMGq8wVTZbLmh7McrvgF,3
U0001,273QnyCvJB65rScHJ1nPZb,4
U0001,19fm0eNKTeg1JbHCHwPhLe,3
U0001,6QFCMUUq1T2Vf5sFUXcuQ7,5
U0001,0WoFs3EdGOx58yX5BtXvOa,2
U0001,6ADSaE87h8Y3lccZlBJdXH,2
U0001,2Foc5Q5nqNiosCNqttzHof,4
U0001,0lizgQ7Qw35od7CYaoMBZb,4
U0001,5bcTCxgc7xVfSaMV3RuVke,2
U0001,4o6BgsqLIBViaGVbx5rbRk,2
U0001,2tznHmp70DxMyr2XhWLOW0,4
U0001,78TTtXnFQPzwqlbtbwqN0y,5
U0001,41zXlQxzTi6cGAjpOXyLYH,4
U0001,2RSHsoi04658QL5xgQVov3,4
U0001,00rWSNdwbL4Qot3qZBcdJ7,2
U0001,3ibKnFDaa3GhpPGlOUj7ff,4
U0001,3oL3XRtkP1WVbMxf7dtTdu,4
U0001,2AT8iROs4FQueDv2c8q2KE,5
U0001,2YlZnw2ikdb837oKMKjBkW,4
U0001,2aibwv5hGXSgw7Yru8IYTO,4
U0001,6eT7xZZlB2mwyzJ2sUKG6w,3
U0001,7vggqxNKwd6xdRoYS0pQtM,4
U0001,5DqdesEfbRyOlSS3Tf6c29,4
U0001,4Ce37cRWvM1vIGGynKcs22,4
U0001,1I8tHoNBFTuoJAlh4hfVVE,4
U0001,5O4erNlJ74PIF6kGol1ZrC,2
U0001,58zsLZPvfflaiIbNWoA22O,4
U0001,4CNweIcprjglbPbzDptf6m,2
U0001,52mdL9k7mOCbKfL54Bw8Tq,3
U0001,5CLGzJsGqhCEECcpnFQA8x,4
U0001,6J2LdBN97cDWn0MLxYh9HB,4
U0001,6TfBA04WJ3X1d1wXhaCFVT,3
U0001,6mICuAdrwEjh6Y6lroV2Kg,4
U0001,5hVghJ4KaYES3BFUATCYn0,2
U0001,55h7vJchibLdUkxdlX3fK7,3
U0001,6vN77lE9LK6HP2DewaN6HZ,2
U0001,2bLqfJjuC5syrsgDsZfGmn,4
U0001,00DZ7TTuVWDSreZygWpdJt,1
U0001,5YoITs1m0q8UOQ4AW7N5ga,5
U0001,45zvStEMsXp8z45OQRhWFJ,3
U0001,0fBSs3fRoh1yJcne77fdu9,4
U0001,15rjQH7nTcTomKwfVMd4xl,1
U0001,275a9yzwGB6ncAW4SxY7q3,3
U0001,1prZ0pr6XoRCxcrC3MCL0M,1
U0001,0iGckQFyv6svOfAbAY9aWJ,4
U0001,4LwU4Vp6od3Sb08CsP99GC,3
U0001,1TLwVV7m4TFZJrsG9qGVXh,2
U0001,7uoFMmxln0GPXQ0AcCBXRq,4
U0001,0TlLq3lA83rQOYtrqBqSct,3
U0001,5eqK0tbzUPo2SoeZsov04s,2
U0001,2uHuiBFzEwLK87yteAUOwW,3
U0001,1daDRI9ahBonbWD8YcxOIB,3
U0001,225xvV8r1yKMHErSWivnow,3
U0001,4fouWK6XVHhzl78KzQ1UjL,2
U0001,6CcJMwBtXByIz4zQLzFkKc,4
U0001,4woTEX1wYOTGDqNXuavlRC,3
U0001,563SfWAHJs4FBZMkRN0IFN,4
U0001,0yvPEnB032fojLfVluFjUv,2
U0001,3FvHoTnf3WWKLm3lHVNaOI,2
U0001,1k1Bqnv2R0uJXQN4u6LKYt,2
U0001,41Ee1u8ignxtICyaPI5OqO,1
U0001,3sNVsP50132BTNlImLx70i,3
